#{"t_start": 1786207695.450429, "env_id": "None"}
r,l,t
184.0,185,0.669615
180.0,181,1.183747
185.0,186,1.911297
180.0,181,2.367561
180.0,181,3.094373
169.0,170,4.156376
181.0,182,5.044709
180.0,181,5.89119
180.0,181,6.679997
186.0,187,7.276081
184.0,185,8.09618
179.0,180,9.062002
185.0,186,9.938223
178.0,179,10.455087
183.0,184,11.185534
185.0,186,12.338966
182.0,183,14.351122
180.0,181,15.13186
181.0,182,15.748388
183.0,184,16.459882
179.0,180,16.9473
181.0,182,17.447421
181.0,182,18.190931
181.0,182,18.682476
177.0,178,19.134132
182.0,183,19.785243
178.0,179,20.449178
181.0,182,21.130328
178.0,179,22.24986
173.0,174,22.831985
180.0,181,23.760164
179.0,180,24.741515
176.0,177,25.29557
183.0,184,26.31834
183.0,184,27.120254
184.0,185,28.002966
176.0,177,29.299144
174.0,175,30.094314
177.0,178,30.639841
176.0,177,31.911084
182.0,183,32.792675
182.0,183,33.372321
184.0,185,34.766751
178.0,179,35.532878
175.0,176,36.052458
182.0,183,36.728016
181.0,182,37.24391
182.0,183,37.94533
177.0,178,38.974637
181.0,182,39.585417
179.0,180,40.367788
183.0,184,41.140026
182.0,183,41.794782
179.0,180,42.614958
179.0,180,43.416427
185.0,186,44.094825
174.0,175,44.784296
175.0,176,45.238156
178.0,179,45.670906
183.0,184,46.531659
174.0,175,47.23077
182.0,183,47.831272
175.0,176,48.706018
183.0,184,49.29538
181.0,182,49.869068
178.0,179,50.505276
185.0,186,50.998773
180.0,181,51.75123
184.0,185,52.22027
180.0,181,52.700807
188.0,189,53.377289
184.0,185,53.832268
182.0,183,54.304865
180.0,181,54.933408
180.0,181,55.405732
176.0,177,56.008797
177.0,178,57.045504
178.0,179,57.773117
179.0,180,58.289901
180.0,181,59.309086
182.0,183,60.103831
175.0,176,60.888495
183.0,184,61.524454
185.0,186,62.257403
179.0,180,63.074343
187.0,188,63.744811
180.0,181,64.470227
187.0,188,65.490132
184.0,185,66.275574
183.0,184,66.919862
181.0,182,67.796154
185.0,186,68.458875
184.0,185,69.107984
184.0,185,69.836501
183.0,184,70.283645
182.0,183,70.923821
179.0,180,71.418735
174.0,175,71.877444
180.0,181,72.500295
180.0,181,72.946707
179.0,180,73.383165
179.0,180,74.003966
179.0,180,74.449988
178.0,179,75.190025
181.0,182,76.056868
177.0,178,76.484555
182.0,183,76.917345
182.0,183,77.543499
180.0,181,77.975189
182.0,183,78.417953
186.0,187,79.063842
179.0,180,79.481442
177.0,178,80.078882
184.0,185,80.585442
181.0,182,81.018164
177.0,178,81.63199
181.0,182,82.074047
183.0,184,82.514522
185.0,186,83.140298
185.0,186,83.569261
182.0,183,84.00424
187.0,188,84.622679
184.0,185,85.089499
181.0,182,85.520405
184.0,185,86.135742
182.0,183,86.581997
186.0,187,87.195266
183.0,184,87.634265
187.0,188,88.099827
181.0,182,88.751302
179.0,180,89.194676
182.0,183,89.665588
185.0,186,90.351391
180.0,181,90.805587
177.0,178,91.256155
175.0,176,91.897096
179.0,180,92.372601
185.0,186,92.828921
185.0,186,93.476867
184.0,185,93.951604
180.0,181,94.888267
184.0,185,95.749788
176.0,177,96.451358
174.0,175,97.21394
182.0,183,97.825712
182.0,183,98.766143
185.0,186,99.739467
180.0,181,100.444364
180.0,181,101.177768
181.0,182,102.043371
184.0,185,102.652157
180.0,181,103.41734
185.0,186,104.303529
179.0,180,105.244668
175.0,176,106.221368
171.0,172,106.664735
181.0,182,107.125437
188.0,189,107.765205
181.0,182,108.265729
182.0,183,108.7376
178.0,179,109.480487
183.0,184,110.201715
183.0,184,111.182153
181.0,182,112.099019
175.0,176,112.773779
180.0,181,113.510613
182.0,183,114.225021
183.0,184,114.950028
189.0,190,115.899354
184.0,185,116.361401
180.0,181,116.8172
180.0,181,117.438529
181.0,182,117.89895
179.0,180,118.381652
183.0,184,119.058129
180.0,181,119.524489
179.0,180,120.00446
186.0,187,120.658737
181.0,182,121.144456
182.0,183,121.684637
176.0,177,122.488045
185.0,186,122.950637
180.0,181,123.435661
186.0,187,124.04871
175.0,176,124.492406
179.0,180,125.166813
