#{"t_start": 1787377567.4720309, "env_id": "None"}
r,l,t
-14.0,356,2.936668
-16.0,353,5.095606
-16.0,355,6.689249
-11.0,357,8.144504
-17.0,352,9.559146
-15.0,339,11.350709
-1.0,356,12.768531
-14.0,357,15.287395
-13.0,363,17.653074
-10.0,354,19.339143
-15.0,368,21.173571
-11.0,361,23.171951
-14.0,371,25.877135
-11.0,364,27.607247
-15.0,371,29.460504
-17.0,367,31.190143
-10.0,367,32.945462
-5.0,375,34.637194
-15.0,374,36.381736
-7.0,375,38.240209
-9.0,368,39.900918
-9.0,375,41.773181
-15.0,368,43.843095
-4.0,370,45.707076
-13.0,369,47.166467
-7.0,372,49.121179
-12.0,369,51.367823
-5.0,367,53.226734
-13.0,358,55.008817
-8.0,353,56.655787
-6.0,356,58.215365
-10.0,361,59.953558
-9.0,358,61.703874
-4.0,365,63.474108
-3.0,360,64.951959
-17.0,360,66.663471
-11.0,354,68.291783
-1.0,350,69.696029
-8.0,353,71.501212
-9.0,355,73.204969
-14.0,354,74.789082
-15.0,352,76.391728
-10.0,354,78.283554
-10.0,355,80.246979
-14.0,354,81.827409
-5.0,360,83.593041
-5.0,361,85.238921
-1.0,366,86.715826
-9.0,360,88.509052
-11.0,356,90.087752
-9.0,355,91.505185
-15.0,358,93.073462
-8.0,350,94.594595
-13.0,356,96.406057
-8.0,352,97.762175
-10.0,358,99.318066
0.0,355,100.91668
-14.0,349,102.263941
-4.0,346,104.06778
-16.0,355,105.937123
-5.0,341,107.305072
-10.0,350,109.105984
-14.0,337,110.631498
-16.0,346,112.328659
-17.0,345,114.110037
-4.0,344,116.055885
-12.0,346,117.560515
-13.0,341,119.283227
-17.0,342,121.114442
-13.0,347,122.677163
-17.0,347,124.495152
-16.0,343,126.116945
-11.0,343,127.529608
-15.0,342,129.19219
-6.0,339,130.793734
-1.0,341,132.170854
-11.0,344,133.784045
-4.0,349,135.531687
-6.0,350,137.103973
-10.0,345,138.855795
-13.0,348,140.717888
-9.0,340,142.12245
-17.0,349,144.07001
-15.0,350,145.743212
-14.0,355,147.253424
-16.0,352,148.907171
-13.0,351,150.537838
-15.0,350,152.184497
-6.0,352,153.728258
-15.0,354,155.383367
-4.0,351,156.998789
-8.0,346,158.442754
-15.0,354,160.089176
-2.0,348,161.731937
-5.0,346,163.202726
-11.0,347,164.910819
-16.0,347,166.48554
-1.0,341,167.890208
-14.0,347,169.533792
-11.0,351,171.195237
-14.0,350,172.745721
-3.0,348,174.347661
-10.0,348,175.928953
-14.0,349,177.421117
-14.0,351,179.212566
-10.0,342,180.871487
-11.0,345,182.711331
-5.0,348,184.556892
-13.0,348,186.231915
-15.0,349,187.928874
-5.0,345,189.422863
-13.0,343,191.115847
-13.0,340,192.75739
-15.0,349,194.705023
-16.0,351,196.577554
-1.0,337,198.407332
-15.0,338,199.984524
-11.0,345,201.711996
-14.0,342,203.497376
-14.0,350,205.255892
-6.0,346,207.061032
-7.0,349,208.829261
-10.0,349,210.41079
-14.0,344,212.110875
-17.0,349,213.794271
-5.0,345,215.281101
-17.0,343,216.952611
-11.0,344,218.624329
-16.0,348,220.193161
-11.0,343,221.924557
-16.0,346,223.692158
-10.0,344,225.27968
-11.0,345,227.383211
-14.0,346,229.20006
-6.0,338,230.752459
-5.0,338,232.502017
-6.0,338,234.168583
-8.0,344,235.669007
-10.0,345,237.354388
-15.0,343,239.031864
-9.0,342,240.532134
-10.0,341,242.19969
-15.0,337,243.855999
-15.0,338,245.35842
-13.0,348,247.039029
-15.0,342,248.640723
-10.0,336,250.064627
-9.0,338,251.650534
-8.0,338,253.308503
-14.0,344,254.832077
-16.0,349,256.539158
-10.0,349,258.224617
-11.0,352,259.708357
-2.0,342,261.385957
-8.0,342,263.069787
-12.0,346,264.597058
-4.0,338,266.243012
-4.0,349,267.946005
-13.0,344,269.521071
-12.0,338,271.200296
-14.0,345,272.883644
-6.0,343,274.393886
-3.0,344,276.086778
-14.0,340,277.744444
-4.0,337,279.188935
-10.0,345,280.911813
-17.0,344,282.609747
-6.0,343,284.118766
-6.0,345,285.822091
-16.0,337,287.55063
-16.0,336,288.999143
-13.0,341,290.675714
-1.0,335,292.372205
-14.0,344,293.906053
-10.0,344,295.582971
-8.0,339,297.26201
-7.0,339,298.714284
-14.0,342,300.392363
-14.0,338,302.074234
-10.0,339,303.608413
