#{"t_start": 1786207695.339124, "env_id": "None"}
r,l,t
184.0,185,0.779432
181.0,182,1.313507
182.0,183,2.002512
176.0,177,2.435619
185.0,186,3.164684
184.0,185,4.476141
182.0,183,5.326365
183.0,184,6.126421
174.0,175,6.859853
182.0,183,7.47389
184.0,185,8.313167
177.0,178,9.256416
178.0,179,10.024081
181.0,182,10.58558
183.0,184,11.31829
171.0,172,12.174997
167.0,168,13.559343
177.0,178,15.077298
179.0,180,15.674323
177.0,178,16.377743
176.0,177,16.878393
176.0,177,17.350457
178.0,179,18.054974
177.0,178,18.590431
182.0,183,19.049536
179.0,180,19.680992
180.0,181,20.158227
184.0,185,20.978607
179.0,180,22.116144
182.0,183,22.679818
178.0,179,23.474079
177.0,178,24.614925
173.0,174,25.196551
178.0,179,25.715757
180.0,181,26.861571
180.0,181,27.725077
169.0,170,28.66423
179.0,180,29.960249
182.0,183,30.480029
181.0,182,31.663072
182.0,183,32.611035
174.0,175,33.226467
184.0,185,34.41236
184.0,185,35.348617
179.0,180,35.970692
178.0,179,36.655229
181.0,182,37.154391
177.0,178,37.767486
179.0,180,38.76977
176.0,177,39.464962
181.0,182,39.949369
177.0,178,40.906218
180.0,181,41.640804
180.0,181,42.181614
177.0,178,43.193443
184.0,185,43.852204
179.0,180,44.66729
172.0,173,45.122883
180.0,181,45.573066
180.0,181,46.26183
184.0,185,47.063397
182.0,183,47.700363
175.0,176,48.539315
181.0,182,49.149189
179.0,180,49.788547
185.0,186,50.431352
184.0,185,50.901224
174.0,175,51.434315
181.0,182,52.119065
177.0,178,52.595094
185.0,186,53.091111
183.0,184,53.718147
181.0,182,54.186671
178.0,179,54.828808
176.0,177,55.277191
176.0,177,55.794852
177.0,178,56.78215
180.0,181,57.620932
180.0,181,58.15064
182.0,183,59.11099
184.0,185,59.786847
174.0,175,60.513126
182.0,183,61.292248
180.0,181,61.966517
189.0,190,62.692798
185.0,186,63.472596
187.0,188,64.21598
185.0,186,65.337417
185.0,186,66.11712
185.0,186,66.788202
180.0,181,67.701289
181.0,182,68.279464
186.0,187,68.977051
184.0,185,69.743537
187.0,188,70.226652
181.0,182,70.679907
179.0,180,71.320303
180.0,181,71.825204
180.0,181,72.264401
182.0,183,72.903828
179.0,180,73.337562
179.0,180,73.973153
183.0,184,74.446549
183.0,184,75.030516
175.0,176,76.003945
183.0,184,76.475928
171.0,172,76.857749
180.0,181,77.466659
181.0,182,77.905025
173.0,174,78.330193
175.0,176,78.929566
187.0,188,79.38995
179.0,180,79.822445
184.0,185,80.48505
177.0,178,80.929183
182.0,183,81.357829
182.0,183,81.996514
180.0,181,82.432882
183.0,184,83.060378
173.0,174,83.464124
181.0,182,83.889867
184.0,185,84.512559
186.0,187,84.966451
179.0,180,85.399383
179.0,180,86.004762
184.0,185,86.444369
182.0,183,86.889452
179.0,180,87.496481
181.0,182,87.9469
183.0,184,88.393722
181.0,182,89.039646
184.0,185,89.499266
179.0,180,90.17867
177.0,178,90.633951
183.0,184,91.099252
179.0,180,91.716358
184.0,185,92.235461
178.0,179,92.682037
184.0,185,93.341241
183.0,184,93.775009
183.0,184,94.279366
185.0,186,95.367536
181.0,182,96.176846
183.0,184,96.896632
183.0,184,97.651242
177.0,178,98.42501
181.0,182,99.530251
181.0,182,100.247229
170.0,171,100.832805
172.0,173,101.828963
184.0,185,102.384428
180.0,181,103.143627
167.0,168,103.990853
178.0,179,104.654344
178.0,179,105.553315
181.0,182,106.480783
177.0,178,106.934319
184.0,185,107.395329
181.0,182,108.026246
187.0,188,108.546392
179.0,180,109.002109
185.0,186,109.841578
185.0,186,110.787567
177.0,178,111.756238
171.0,172,112.407847
179.0,180,113.171623
182.0,183,113.986266
180.0,181,114.535361
182.0,183,115.246291
183.0,184,116.14632
184.0,185,116.614149
175.0,176,117.049301
185.0,186,117.668128
186.0,187,118.155275
184.0,185,118.651983
184.0,185,119.325795
183.0,184,119.791486
181.0,182,120.282809
181.0,182,120.938972
182.0,183,121.416291
187.0,188,122.141152
178.0,179,122.772578
179.0,180,123.236887
174.0,175,123.864043
188.0,189,124.308916
180.0,181,124.769387
180.0,181,125.432729
184.0,185,125.930687
184.0,185,126.427738
178.0,179,127.078365
184.0,185,127.539891
181.0,182,128.008345
180.0,181,128.615645
179.0,180,129.116565
187.0,188,129.871059
186.0,187,130.446887
185.0,186,130.955745
183.0,184,131.62337
187.0,188,132.093204
178.0,179,132.598988
185.0,186,133.330856
184.0,185,133.968443
184.0,185,134.886869
182.0,183,136.247667
172.0,173,136.710937
176.0,177,137.200541
189.0,190,138.028508
182.0,183,138.540062
177.0,178,139.18693
182.0,183,139.674285
183.0,184,140.168489
178.0,179,140.863218
182.0,183,141.343131
190.0,191,141.886476
181.0,182,142.542015
186.0,187,143.110105
186.0,187,143.706224
186.0,187,144.468305
185.0,186,144.987286
189.0,190,145.683475
188.0,189,146.175054
181.0,182,146.628045
185.0,186,147.301247
185.0,186,147.786917
184.0,185,148.296684
188.0,189,149.554302
181.0,182,150.419198
183.0,184,151.134701
184.0,185,152.004482
181.0,182,152.749719
184.0,185,153.606399
185.0,186,154.230216
178.0,179,154.911464
183.0,184,155.756639
183.0,184,156.257702
183.0,184,156.746466
184.0,185,157.41734
183.0,184,157.901961
187.0,188,158.352415
184.0,185,159.034067
180.0,181,159.592098
178.0,179,160.105396
183.0,184,160.753529
178.0,179,161.212382
183.0,184,161.846896
186.0,187,162.304676
186.0,187,162.799255
185.0,186,163.442182
187.0,188,164.219523
188.0,189,164.96677
178.0,179,165.749709
178.0,179,166.180635
184.0,185,166.635962
189.0,190,167.283702
185.0,186,167.802945
186.0,187,168.533293
182.0,183,169.367315
184.0,185,170.522944
184.0,185,171.601714
186.0,187,172.133251
189.0,190,172.720333
188.0,189,173.543189
190.0,191,174.158343
185.0,186,174.961651
184.0,185,176.662311
181.0,182,177.151353
181.0,182,178.111718
186.0,187,179.075084
174.0,175,179.801488
188.0,189,180.945462
184.0,185,181.729754
181.0,182,182.4563
179.0,180,183.283832
183.0,184,184.087226
178.0,179,184.650089
185.0,186,185.737621
188.0,189,186.501877
186.0,187,187.04907
183.0,184,187.706921
174.0,175,188.132272
182.0,183,188.836377
183.0,184,189.31815
178.0,179,190.009539
181.0,182,190.982385
182.0,183,191.622899
185.0,186,192.094588
169.0,170,192.812639
185.0,186,193.533879
177.0,178,194.141153
184.0,185,195.051465
181.0,182,195.83403
184.0,185,196.31611
182.0,183,196.978457
187.0,188,197.485862
180.0,181,198.124749
182.0,183,198.573493
187.0,188,199.051313
181.0,182,199.907464
181.0,182,200.507113
180.0,181,201.016962
190.0,191,201.748939
187.0,188,202.317196
183.0,184,202.826603
186.0,187,203.495603
185.0,186,204.086405
185.0,186,204.605817
184.0,185,205.505312
189.0,190,206.529644
184.0,185,207.792875
182.0,183,208.642379
184.0,185,209.304716
185.0,186,210.383798
180.0,181,211.016826
191.0,192,211.586354
183.0,184,212.387486
185.0,186,212.933121
181.0,182,213.475963
189.0,190,214.258424
180.0,181,214.792324
178.0,179,215.538929
188.0,189,216.104077
188.0,189,216.661752
186.0,187,217.404255
192.0,193,218.071569
185.0,186,218.634349
179.0,180,219.341626
182.0,183,219.968401
185.0,186,220.589524
187.0,188,221.381294
183.0,184,221.92614
192.0,193,222.785627
181.0,182,223.561057
175.0,176,224.080478
184.0,185,224.876151
184.0,185,225.396401
187.0,188,225.940158
186.0,187,226.678031
189.0,190,227.823342
177.0,178,228.404154
182.0,183,229.141805
185.0,186,229.74025
181.0,182,230.483097
166.0,167,230.936549
185.0,186,231.442999
