#{"t_start": 1786207695.411718, "env_id": "None"}
r,l,t
179.0,180,73.240803
177.0,178,73.860428
181.0,182,74.311364
182.0,183,74.84552
179.0,180,75.883745
183.0,184,76.379418
185.0,186,76.849497
180.0,181,77.473391
181.0,182,77.908035
182.0,183,78.33726
182.0,183,78.954325
181.0,182,79.397681
174.0,175,79.809012
174.0,175,80.441876
188.0,189,80.915
167.0,168,81.302633
172.0,173,81.891305
179.0,180,82.328128
184.0,185,82.958234
182.0,183,83.391529
182.0,183,83.832794
184.0,185,84.457424
188.0,189,84.915487
184.0,185,85.355362
180.0,181,85.96231
187.0,188,86.407327
186.0,187,86.893202
181.0,182,87.485732
182.0,183,87.937136
180.0,181,88.378155
178.0,179,89.021517
185.0,186,89.498212
184.0,185,90.188666
177.0,178,90.641543
180.0,181,91.105815
183.0,184,91.732426
183.0,184,92.231598
182.0,183,92.686154
183.0,184,93.338947
179.0,180,93.783578
181.0,182,94.292072
185.0,186,95.412533
187.0,188,96.24905
176.0,177,96.881203
179.0,180,97.625681
171.0,172,98.410182
181.0,182,99.495181
178.0,179,100.197561
182.0,183,100.920379
187.0,188,101.85805
178.0,179,102.394327
179.0,180,103.152632
178.0,179,104.021032
181.0,182,104.860218
180.0,181,105.655819
180.0,181,106.506203
183.0,184,106.990967
180.0,181,107.440877
184.0,185,108.107419
187.0,188,108.599692
183.0,184,109.268713
183.0,184,109.948791
183.0,184,110.93948
181.0,182,111.840206
187.0,188,112.586922
181.0,182,113.335807
181.0,182,114.075033
184.0,185,114.72361
177.0,178,115.408037
188.0,189,116.23823
179.0,180,116.70213
185.0,186,117.149634
182.0,183,117.790188
187.0,188,118.287727
187.0,188,118.978859
182.0,183,119.449592
178.0,179,119.907416
178.0,179,120.559692
178.0,179,121.027723
184.0,185,121.551796
178.0,179,122.345659
180.0,181,122.846547
185.0,186,123.349385
179.0,180,123.971404
183.0,184,124.428284
180.0,181,124.925491
186.0,187,125.565006
181.0,182,126.067135
182.0,183,126.75893
183.0,184,127.198988
187.0,188,127.693137
185.0,186,128.308326
179.0,180,128.760753
185.0,186,129.326461
184.0,185,130.099908
181.0,182,130.581681
166.0,167,131.036533
186.0,187,131.734217
187.0,188,132.221435
187.0,188,132.740059
180.0,181,133.448004
181.0,182,134.199343
177.0,178,135.402455
184.0,185,136.334599
167.0,168,136.789731
179.0,180,137.520538
181.0,182,138.094815
182.0,183,138.596656
182.0,183,139.259169
185.0,186,139.761161
186.0,187,140.261305
186.0,187,140.98773
187.0,188,141.456869
185.0,186,141.965768
187.0,188,142.692546
184.0,185,143.20164
183.0,184,144.031315
188.0,189,144.565929
178.0,179,145.066673
186.0,187,145.745255
184.0,185,146.223887
175.0,176,146.674438
181.0,182,147.332
185.0,186,147.825751
178.0,179,148.355762
172.0,173,149.60231
178.0,179,150.573054
180.0,181,151.114428
181.0,182,151.992044
188.0,189,152.752209
181.0,182,153.587469
188.0,189,154.264903
188.0,189,154.936056
181.0,182,155.75558
187.0,188,156.272408
180.0,181,156.760627
188.0,189,157.440793
186.0,187,157.911039
183.0,184,158.356827
180.0,181,159.046526
177.0,178,159.593059
181.0,182,160.287371
180.0,181,160.733133
183.0,184,161.231005
186.0,187,161.869916
180.0,181,162.326577
177.0,178,162.764574
183.0,184,163.42363
186.0,187,164.236326
180.0,181,164.942917
185.0,186,165.722415
183.0,184,166.169262
186.0,187,166.638707
183.0,184,167.259854
186.0,187,167.797075
187.0,188,168.553865
187.0,188,169.388637
187.0,188,170.716904
182.0,183,171.602346
187.0,188,172.134188
179.0,180,172.799638
183.0,184,173.563372
184.0,185,174.065103
184.0,185,174.860087
184.0,185,176.556568
187.0,188,177.100734
188.0,189,178.151896
183.0,184,179.046661
185.0,186,179.80865
174.0,175,180.953591
180.0,181,181.658125
178.0,179,182.357766
183.0,184,183.265243
180.0,181,183.992031
185.0,186,184.608431
180.0,181,185.65745
182.0,183,186.36703
183.0,184,186.925234
180.0,181,187.581834
180.0,181,188.033271
174.0,175,188.518571
175.0,176,189.171197
188.0,189,189.861938
179.0,180,190.83644
184.0,185,191.494835
187.0,188,191.987706
184.0,185,192.775925
184.0,185,193.502672
183.0,184,194.121001
185.0,186,195.043205
184.0,185,195.805603
185.0,186,196.286734
185.0,186,196.972971
180.0,181,197.450251
185.0,186,198.096012
188.0,189,198.574767
188.0,189,199.05471
189.0,190,199.97608
189.0,190,200.567754
186.0,187,201.087381
183.0,184,201.83754
176.0,177,202.328448
183.0,184,202.84398
182.0,183,203.503809
188.0,189,204.132255
185.0,186,204.859978
185.0,186,205.570698
182.0,183,206.564553
186.0,187,207.932948
188.0,189,208.69345
183.0,184,209.508893
186.0,187,210.417151
190.0,191,211.081684
184.0,185,211.630298
187.0,188,212.450862
190.0,191,213.002006
185.0,186,213.758178
188.0,189,214.355143
182.0,183,214.864502
175.0,176,215.636201
191.0,192,216.201039
180.0,181,216.761627
178.0,179,217.429387
191.0,192,218.132512
182.0,183,218.670267
191.0,192,219.435167
189.0,190,220.122843
186.0,187,220.962917
184.0,185,221.502898
194.0,195,222.056785
186.0,187,222.921658
189.0,190,223.698589
184.0,185,224.270899
183.0,184,225.027715
179.0,180,225.541544
190.0,191,226.08838
182.0,183,227.251854
193.0,194,228.026944
187.0,188,228.798774
187.0,188,229.358234
180.0,181,229.930477
187.0,188,230.657491
183.0,184,231.157572
181.0,182,231.657424
