#{"t_start": 1786207695.411718, "env_id": "None"}
r,l,t
187.0,188,0.76667
185.0,186,1.301744
180.0,181,1.986928
187.0,188,2.472376
179.0,180,3.271622
178.0,179,4.516676
183.0,184,5.426709
174.0,175,6.024262
180.0,181,6.80729
179.0,180,7.384402
171.0,172,8.041908
184.0,185,9.078489
173.0,174,9.883047
181.0,182,10.460286
179.0,180,11.133173
178.0,179,11.954625
183.0,184,14.135602
179.0,180,15.053968
182.0,183,15.649943
178.0,179,16.369576
179.0,180,16.875235
176.0,177,17.341182
175.0,176,18.063483
174.0,175,18.551478
184.0,185,19.032566
176.0,177,19.658295
182.0,183,20.165036
179.0,180,20.944302
182.0,183,22.084446
183.0,184,22.697684
176.0,177,23.497587
181.0,182,24.619936
174.0,175,25.182768
181.0,182,25.714485
174.0,175,26.880644
182.0,183,27.742789
184.0,185,29.107986
177.0,178,29.992429
181.0,182,30.505179
178.0,179,31.743736
171.0,172,32.596688
179.0,180,33.201288
175.0,176,34.389424
172.0,173,35.219698
181.0,182,35.873973
175.0,176,36.553442
181.0,182,37.043545
184.0,185,37.695578
182.0,183,38.73401
178.0,179,39.418725
180.0,181,39.916472
178.0,179,40.873101
182.0,183,41.610141
178.0,179,42.139204
184.0,185,43.173866
172.0,173,43.779695
186.0,187,44.623673
182.0,183,45.098286
178.0,179,45.542982
185.0,186,46.251406
180.0,181,47.055098
178.0,179,47.667793
180.0,181,48.539589
180.0,181,49.131958
182.0,183,49.767603
183.0,184,50.436289
182.0,183,50.906194
181.0,182,51.438077
176.0,177,52.09762
180.0,181,52.581295
179.0,180,53.242557
184.0,185,53.692433
173.0,174,54.14475
187.0,188,54.799051
182.0,183,55.259575
172.0,173,55.797261
180.0,181,56.791916
180.0,181,57.611882
173.0,174,58.121498
179.0,180,59.089714
184.0,185,59.78391
184.0,185,60.514808
179.0,180,61.316016
184.0,185,62.037461
180.0,181,62.673356
185.0,186,63.47604
182.0,183,64.184838
184.0,185,65.297626
174.0,175,65.999699
183.0,184,66.673503
184.0,185,67.608373
187.0,188,68.247461
185.0,186,68.933347
184.0,185,69.691409
185.0,186,70.171415
177.0,178,70.584662
181.0,182,71.23064
181.0,182,71.753067
182.0,183,72.211435
177.0,178,72.810934
