#{"t_start": 1786207695.419085, "env_id": "None"}
r,l,t
187.0,188,167.230651
189.0,190,167.773507
183.0,184,168.505809
195.0,196,169.410104
184.0,185,170.700184
189.0,190,171.62961
190.0,191,172.163015
190.0,191,172.852831
183.0,184,173.62914
188.0,189,174.163135
187.0,188,175.22943
177.0,178,176.644147
189.0,190,177.149924
182.0,183,178.265378
183.0,184,179.119123
187.0,188,179.895035
189.0,190,181.078637
187.0,188,181.858312
183.0,184,182.494443
182.0,183,183.428258
180.0,181,184.175597
185.0,186,184.840036
181.0,182,185.88278
179.0,180,186.551677
171.0,172,187.216206
182.0,183,187.677523
184.0,185,188.15821
182.0,183,188.825449
180.0,181,189.304725
186.0,187,190.050488
175.0,176,190.992956
179.0,180,191.605299
182.0,183,192.081546
180.0,181,192.86672
183.0,184,193.597014
179.0,180,194.178514
182.0,183,195.292407
169.0,170,195.827199
186.0,187,196.325248
176.0,177,196.94635
169.0,170,197.387883
181.0,182,198.044739
189.0,190,198.522421
187.0,188,199.00105
190.0,191,199.89219
185.0,186,200.50796
180.0,181,201.01436
181.0,182,201.713429
182.0,183,202.26504
188.0,189,202.788752
185.0,186,203.452108
182.0,183,204.061803
187.0,188,204.790025
185.0,186,205.491231
184.0,185,206.491658
186.0,187,207.806484
185.0,186,208.62276
181.0,182,209.370578
173.0,174,210.256966
184.0,185,210.91609
184.0,185,211.471962
178.0,179,212.259059
186.0,187,212.812043
191.0,192,213.374244
181.0,182,214.133806
187.0,188,214.687547
187.0,188,215.489008
188.0,189,216.055399
190.0,191,216.617613
178.0,179,217.324992
188.0,189,217.966379
189.0,190,218.554509
184.0,185,219.310855
190.0,191,219.965864
190.0,191,220.591912
190.0,191,221.392842
190.0,191,221.94072
184.0,185,222.787743
184.0,185,223.577498
190.0,191,224.146819
190.0,191,224.929778
181.0,182,225.440181
182.0,183,225.972582
177.0,178,226.680099
185.0,186,227.832036
187.0,188,228.645623
181.0,182,229.146345
185.0,186,229.746453
179.0,180,230.474644
188.0,189,230.97452
185.0,186,231.482182
