#{"t_start": 1786207695.419085, "env_id": "None"}
r,l,t
185.0,186,0.729678
183.0,184,1.270464
182.0,183,1.960866
183.0,184,2.437072
181.0,182,3.183594
180.0,181,4.478053
186.0,187,5.471919
179.0,180,6.066875
175.0,176,6.826995
174.0,175,7.330366
178.0,179,8.074649
181.0,182,9.070423
183.0,184,9.919054
171.0,172,10.448684
182.0,183,11.157312
185.0,186,12.133034
182.0,183,14.304965
176.0,177,15.080153
178.0,179,15.679703
181.0,182,16.392145
184.0,185,16.918575
177.0,178,17.37249
176.0,177,18.103236
176.0,177,18.601794
177.0,178,19.053002
179.0,180,19.684804
179.0,180,20.27599
181.0,182,21.008185
182.0,183,22.140387
181.0,182,22.744335
182.0,183,23.62873
178.0,179,24.655529
170.0,171,25.224569
184.0,185,26.194338
179.0,180,26.97688
178.0,179,27.83284
183.0,184,29.197784
183.0,184,30.073224
184.0,185,30.610809
181.0,182,31.898485
180.0,181,32.764696
183.0,184,33.354735
183.0,184,34.730576
180.0,181,35.530513
173.0,174,36.053933
179.0,180,36.723964
181.0,182,37.240994
183.0,184,37.911654
179.0,180,38.959245
181.0,182,39.584813
178.0,179,40.361374
177.0,178,41.103187
172.0,173,41.729319
185.0,186,42.56904
178.0,179,43.354548
185.0,186,43.977323
183.0,184,44.781371
184.0,185,45.252306
182.0,183,45.723745
173.0,174,46.515456
175.0,176,47.228714
185.0,186,47.840099
177.0,178,48.717471
183.0,184,49.302899
183.0,184,49.916594
181.0,182,50.561356
188.0,189,51.062949
182.0,183,51.813046
183.0,184,52.281506
180.0,181,52.761498
180.0,181,53.407701
185.0,186,53.880156
183.0,184,54.356056
182.0,183,54.987738
181.0,182,55.472968
180.0,181,56.08198
182.0,183,57.173282
176.0,177,57.855407
185.0,186,58.404248
176.0,177,59.392034
178.0,179,60.17445
184.0,185,60.975928
173.0,174,61.604206
181.0,182,62.319664
180.0,181,63.134095
187.0,188,63.812467
186.0,187,64.554426
181.0,182,65.558512
182.0,183,66.338554
181.0,182,66.975884
188.0,189,67.887872
183.0,184,68.531314
183.0,184,69.172092
182.0,183,69.890685
185.0,186,70.340618
180.0,181,70.97665
182.0,183,71.48779
180.0,181,71.94603
179.0,180,72.567468
176.0,177,73.007749
175.0,176,73.436335
183.0,184,74.06369
180.0,181,74.514519
180.0,181,75.272946
180.0,181,76.122564
179.0,180,76.552404
179.0,180,76.979339
178.0,179,77.598131
181.0,182,78.031385
179.0,180,78.4686
182.0,183,79.078205
182.0,183,79.531208
183.0,184,80.140126
183.0,184,80.644702
178.0,179,81.071602
185.0,186,81.698376
182.0,183,82.142774
185.0,186,82.586642
182.0,183,83.206801
182.0,183,83.631671
179.0,180,84.060759
181.0,182,84.653362
183.0,184,85.103705
178.0,179,85.529196
182.0,183,86.141365
184.0,185,86.590128
181.0,182,87.196219
186.0,187,87.635064
171.0,172,88.077797
172.0,173,88.713668
179.0,180,89.156514
182.0,183,89.618678
179.0,180,90.297504
176.0,177,90.739514
183.0,184,91.211898
182.0,183,91.857961
182.0,183,92.339628
181.0,182,92.787991
182.0,183,93.436355
167.0,168,93.869315
182.0,183,94.367238
177.0,178,95.614177
175.0,176,96.343192
182.0,183,97.146996
181.0,182,97.717818
182.0,183,98.634655
172.0,173,99.592763
177.0,178,100.278329
180.0,181,101.001535
180.0,181,101.909805
176.0,177,102.452493
180.0,181,103.228772
179.0,180,104.075507
181.0,182,104.927268
184.0,185,105.703824
179.0,180,106.555588
183.0,184,107.02413
185.0,186,107.484062
187.0,188,108.159677
181.0,182,108.636104
182.0,183,109.32945
180.0,181,109.998771
187.0,188,111.0064
182.0,183,111.907618
177.0,178,112.62184
182.0,183,113.366322
186.0,187,114.107757
183.0,184,114.797968
190.0,191,115.481148
186.0,187,116.306182
180.0,181,116.767099
180.0,181,117.385011
178.0,179,117.826122
177.0,178,118.304698
185.0,186,118.994205
190.0,191,119.480846
178.0,179,119.954485
173.0,174,120.577458
184.0,185,121.059249
178.0,179,121.598109
182.0,183,122.380899
180.0,181,122.887304
181.0,182,123.369088
173.0,174,123.963214
175.0,176,124.374694
183.0,184,124.875997
182.0,183,125.524881
188.0,189,126.039212
178.0,179,126.727092
180.0,181,127.145432
181.0,182,127.628359
183.0,184,128.239425
178.0,179,128.681177
179.0,180,129.222219
180.0,181,130.000905
174.0,175,130.482083
181.0,182,130.978719
181.0,182,131.649785
179.0,180,132.105195
174.0,175,132.575266
182.0,183,133.308224
174.0,175,133.993489
179.0,180,134.800503
183.0,184,136.202059
181.0,182,136.700948
182.0,183,137.423877
186.0,187,138.010688
182.0,183,138.519978
183.0,184,139.188507
183.0,184,139.678089
187.0,188,140.184519
180.0,181,140.888916
185.0,186,141.366904
184.0,185,141.868287
180.0,181,142.54597
183.0,184,143.09792
185.0,186,143.69819
184.0,185,144.434904
188.0,189,144.96407
191.0,192,145.660365
185.0,186,146.143902
185.0,186,146.604779
185.0,186,147.275982
186.0,187,147.76826
184.0,185,148.305488
180.0,181,149.550759
173.0,174,150.483584
181.0,182,151.080471
187.0,188,151.988844
186.0,187,152.720263
180.0,181,153.559481
182.0,183,154.204202
185.0,186,154.883798
188.0,189,155.724756
184.0,185,156.230996
182.0,183,156.721654
187.0,188,157.402574
185.0,186,157.875418
184.0,185,158.323031
186.0,187,159.020619
174.0,175,159.561022
184.0,185,160.262462
187.0,188,160.750935
168.0,169,161.192599
182.0,183,161.822854
183.0,184,162.281513
188.0,189,162.773726
190.0,191,163.44601
183.0,184,164.270346
183.0,184,164.979884
180.0,181,165.735868
184.0,185,166.187358
174.0,175,166.58658
