#{"t_start": 1786207695.4441931, "env_id": "None"}
r,l,t
173.0,174,0.547563
183.0,184,1.122802
181.0,182,1.829712
178.0,179,2.298815
186.0,187,2.964552
185.0,186,4.256923
180.0,181,5.151716
180.0,181,5.958772
187.0,188,6.778709
172.0,173,7.278449
184.0,185,8.094414
183.0,184,9.110347
182.0,183,9.971928
183.0,184,10.504572
173.0,174,11.162788
182.0,183,12.175946
174.0,175,14.159717
180.0,181,15.062038
177.0,178,15.635776
172.0,173,16.306487
175.0,176,16.80617
178.0,179,17.277614
178.0,179,17.998305
181.0,182,18.541257
175.0,176,18.972464
177.0,178,19.599903
176.0,177,20.052806
180.0,181,20.843313
182.0,183,21.979638
177.0,178,22.544503
179.0,180,23.312213
174.0,175,24.454532
181.0,182,25.091533
178.0,179,25.610688
181.0,182,26.790043
181.0,182,27.65376
184.0,185,28.977445
183.0,184,29.93189
177.0,178,30.421815
182.0,183,31.660485
185.0,186,32.625789
180.0,181,33.223679
180.0,181,34.432131
179.0,180,35.311503
167.0,168,35.892081
180.0,181,36.579773
181.0,182,37.082375
178.0,179,37.701116
182.0,183,38.749274
184.0,185,39.447789
178.0,179,39.947323
182.0,183,40.937719
182.0,183,41.633114
184.0,185,42.406239
178.0,179,43.223222
183.0,184,43.857437
176.0,177,44.658501
184.0,185,45.132444
185.0,186,45.58703
178.0,179,46.392112
180.0,181,47.116046
185.0,186,47.746927
170.0,171,48.587694
171.0,172,49.135187
175.0,176,49.735129
181.0,182,50.369453
183.0,184,50.854667
184.0,185,51.444501
188.0,189,52.132032
181.0,182,52.614956
181.0,182,53.27499
182.0,183,53.721397
184.0,185,54.197488
180.0,181,54.829681
180.0,181,55.295142
179.0,180,55.874686
180.0,181,56.862246
177.0,178,57.64762
183.0,184,58.199705
180.0,181,59.206708
179.0,180,59.889539
183.0,184,60.585413
184.0,185,61.43767
176.0,177,62.150664
181.0,182,62.98771
183.0,184,63.605759
187.0,188,64.386322
179.0,180,65.40109
180.0,181,66.147605
181.0,182,66.789648
188.0,189,67.689714
185.0,186,68.369365
177.0,178,69.007028
179.0,180,69.751515
183.0,184,70.197834
177.0,178,70.642787
180.0,181,71.289927
182.0,183,71.793028
173.0,174,72.21903
180.0,181,72.83855
180.0,181,73.274559
177.0,178,73.889354
179.0,180,74.324274
184.0,185,74.926483
176.0,177,75.919669
185.0,186,76.391761
178.0,179,76.817585
178.0,179,77.422518
182.0,183,77.860245
187.0,188,78.326505
182.0,183,78.944955
183.0,184,79.390564
184.0,185,79.819191
178.0,179,80.493918
183.0,184,80.925034
182.0,183,81.544813
175.0,176,81.983037
168.0,169,82.364504
179.0,180,82.984513
182.0,183,83.406031
166.0,167,83.816339
181.0,182,84.392133
179.0,180,84.831198
172.0,173,85.254049
181.0,182,85.863742
182.0,183,86.298237
180.0,181,86.740349
179.0,180,87.346526
180.0,181,87.793768
184.0,185,88.24417
177.0,178,88.881538
182.0,183,89.337431
181.0,182,89.830559
176.0,177,90.474296
185.0,186,90.941463
178.0,179,91.561124
181.0,182,92.052089
175.0,176,92.512382
183.0,184,93.154818
181.0,182,93.60101
180.0,181,94.09436
187.0,188,95.133062
185.0,186,95.940287
187.0,188,96.661506
180.0,181,97.433705
173.0,174,98.055293
182.0,183,99.014763
177.0,178,100.014579
179.0,180,100.637881
179.0,180,101.660505
182.0,183,102.211658
176.0,177,102.905865
180.0,181,103.837981
182.0,183,104.501573
176.0,177,105.402229
185.0,186,106.352353
175.0,176,106.802292
178.0,179,107.252545
180.0,181,107.880368
185.0,186,108.390148
182.0,183,108.859315
185.0,186,109.679188
179.0,180,110.575548
184.0,185,111.398133
171.0,172,112.25696
181.0,182,113.014947
182.0,183,113.8474
179.0,180,114.386901
182.0,183,115.098254
178.0,179,116.000172
187.0,188,116.469283
185.0,186,116.924779
187.0,188,117.563168
183.0,184,118.028107
179.0,180,118.515397
184.0,185,119.190618
174.0,175,119.640918
180.0,181,120.127325
182.0,183,120.783909
185.0,186,121.268999
176.0,177,121.977695
182.0,183,122.613373
183.0,184,123.080792
182.0,183,123.727581
182.0,183,124.160833
177.0,178,124.613073
184.0,185,125.287836
184.0,185,125.778919
183.0,184,126.277438
180.0,181,126.935589
182.0,183,127.387342
180.0,181,127.859699
179.0,180,128.465624
190.0,191,128.981821
190.0,191,129.745165
187.0,188,130.321571
182.0,183,130.825002
183.0,184,131.492183
182.0,183,131.954861
183.0,184,132.463037
182.0,183,133.193488
187.0,188,133.80537
182.0,183,134.673081
181.0,182,136.011769
180.0,181,136.606185
182.0,183,137.14369
181.0,182,137.90137
181.0,182,138.413544
180.0,181,139.083099
184.0,185,139.589999
182.0,183,140.081562
184.0,185,140.805824
185.0,186,141.290499
178.0,179,141.76128
187.0,188,142.462338
185.0,186,143.027381
183.0,184,143.611946
180.0,181,144.335784
186.0,187,144.85476
185.0,186,145.544855
179.0,180,146.012809
180.0,181,146.454659
184.0,185,147.124285
189.0,190,147.618457
181.0,182,148.100782
184.0,185,149.309354
180.0,181,150.147467
181.0,182,150.941147
185.0,186,151.759251
180.0,181,152.52353
181.0,182,153.187692
186.0,187,154.026148
187.0,188,154.744481
183.0,184,155.601609
183.0,184,156.099195
187.0,188,156.596429
174.0,175,157.225839
192.0,193,157.752609
189.0,190,158.207208
178.0,179,158.868869
179.0,180,159.399328
183.0,184,159.93531
186.0,187,160.593388
179.0,180,161.070602
182.0,183,161.705236
187.0,188,162.161816
178.0,179,162.609469
186.0,187,163.270168
189.0,190,164.029923
187.0,188,164.727833
188.0,189,165.615628
186.0,187,166.075961
184.0,185,166.531802
178.0,179,167.124643
186.0,187,167.641326
189.0,190,168.39523
172.0,173,169.180034
186.0,187,170.138533
185.0,186,171.413468
173.0,174,171.94068
183.0,184,172.516213
179.0,180,173.325839
185.0,186,173.883004
185.0,186,174.528994
184.0,185,176.343094
187.0,188,176.920203
175.0,176,177.455868
184.0,185,178.736943
183.0,184,179.524754
182.0,183,180.346597
181.0,182,181.400649
181.0,182,182.1692
185.0,186,183.008887
178.0,179,183.7978
172.0,173,184.407424
184.0,185,185.429401
175.0,176,186.123718
186.0,187,186.745333
182.0,183,187.413623
183.0,184,187.869701
177.0,178,188.356496
177.0,178,189.001644
180.0,181,189.634193
183.0,184,190.387117
175.0,176,191.290986
186.0,187,191.785015
184.0,185,192.498273
185.0,186,193.221827
187.0,188,193.878834
181.0,182,194.739904
180.0,181,195.565152
177.0,178,196.067369
186.0,187,196.73071
181.0,182,197.21719
185.0,186,197.691691
183.0,184,198.33412
183.0,184,198.802303
190.0,191,199.314352
185.0,186,200.288928
186.0,187,200.806574
182.0,183,201.514595
181.0,182,202.075105
189.0,190,202.591513
184.0,185,203.261956
182.0,183,203.838728
183.0,184,204.377651
185.0,186,205.214467
186.0,187,206.073742
188.0,189,207.110225
181.0,182,208.366537
178.0,179,209.035824
185.0,186,210.098569
181.0,182,210.727437
189.0,190,211.311177
185.0,186,212.097869
182.0,183,212.666532
185.0,186,213.216974
186.0,187,213.978905
181.0,182,214.524474
189.0,190,215.05622
185.0,186,215.867401
179.0,180,216.383647
183.0,184,217.143254
190.0,191,217.802625
189.0,190,218.369026
185.0,186,219.088685
188.0,189,219.688467
191.0,192,220.361117
184.0,185,221.153262
185.0,186,221.711933
184.0,185,222.238766
186.0,187,223.193226
187.0,188,223.876708
182.0,183,224.680686
180.0,181,225.188281
187.0,188,225.729964
188.0,189,226.47927
186.0,187,227.589701
186.0,187,228.205976
184.0,185,228.949269
185.0,186,229.547701
188.0,189,230.099495
183.0,184,230.798803
183.0,184,231.300854
