#{"t_start": 1786207508.06709, "env_id": "None"}
r,l,t
185.0,186,1.777561
181.0,182,2.198599
185.0,186,3.220996
186.0,187,3.770631
184.0,185,4.170567
176.0,177,4.78339
186.0,187,5.296826
185.0,186,5.733592
185.0,186,6.342357
181.0,182,6.754414
182.0,183,7.203767
186.0,187,7.784528
181.0,182,8.216787
185.0,186,8.734451
187.0,188,9.136154
186.0,187,9.501094
183.0,184,9.959303
177.0,178,10.334844
186.0,187,10.749116
181.0,182,11.197822
184.0,185,11.553186
183.0,184,11.904346
183.0,184,12.36952
183.0,184,12.723127
182.0,183,13.068974
181.0,182,13.536923
185.0,186,13.907131
180.0,181,14.644224
185.0,186,15.234541
178.0,179,15.702687
174.0,175,16.304813
183.0,184,16.662685
187.0,188,17.424255
183.0,184,18.431765
187.0,188,18.849803
184.0,185,19.274177
183.0,184,20.074242
181.0,182,20.591063
183.0,184,21.226564
184.0,185,21.626315
182.0,183,22.039708
188.0,189,22.805358
179.0,180,23.36326
184.0,185,23.825801
176.0,177,24.567805
175.0,176,25.875151
175.0,176,26.578354
176.0,177,27.318823
177.0,178,28.006677
182.0,183,28.743329
182.0,183,29.902798
182.0,183,30.379474
186.0,187,30.79572
184.0,185,31.409234
189.0,190,32.044822
187.0,188,32.921192
185.0,186,33.403939
177.0,178,34.16211
188.0,189,35.00612
179.0,180,35.576791
179.0,180,35.997435
180.0,181,36.954092
187.0,188,37.917174
183.0,184,39.107901
185.0,186,40.014394
185.0,186,40.384404
182.0,183,41.135632
188.0,189,41.586769
183.0,184,42.028671
182.0,183,42.889951
185.0,186,43.41726
184.0,185,44.106536
189.0,190,44.615404
183.0,184,45.275681
181.0,182,46.104371
188.0,189,47.422246
186.0,187,48.001174
181.0,182,48.722681
185.0,186,49.135785
187.0,188,49.509033
184.0,185,50.367404
182.0,183,50.885533
177.0,178,51.345334
184.0,185,51.868391
189.0,190,52.313855
180.0,181,52.694024
185.0,186,53.28722
185.0,186,53.743536
179.0,180,54.210003
187.0,188,55.454253
178.0,179,56.13242
185.0,186,56.722614
185.0,186,57.057287
182.0,183,57.425004
187.0,188,57.994891
180.0,181,58.605271
181.0,182,58.970255
177.0,178,59.695194
186.0,187,60.125728
187.0,188,60.52609
182.0,183,61.423098
186.0,187,61.970688
181.0,182,62.710197
182.0,183,63.515365
185.0,186,64.06073
180.0,181,64.664562
191.0,192,65.296574
190.0,191,66.342133
188.0,189,67.566723
187.0,188,67.991317
189.0,190,68.376778
191.0,192,68.958367
188.0,189,69.373606
191.0,192,70.019162
186.0,187,70.377098
187.0,188,70.860429
185.0,186,71.805028
190.0,191,72.578545
178.0,179,73.078334
184.0,185,73.703343
190.0,191,74.075975
187.0,188,74.423566
176.0,177,74.870295
175.0,176,75.200082
180.0,181,75.672792
187.0,188,76.01418
187.0,188,76.397641
184.0,185,76.868073
185.0,186,77.20843
181.0,182,77.543625
178.0,179,77.981359
184.0,185,78.311204
179.0,180,78.672277
188.0,189,79.173827
183.0,184,79.525171
188.0,189,79.890548
186.0,187,80.349155
186.0,187,80.700517
188.0,189,81.173763
186.0,187,81.506997
184.0,185,81.854574
186.0,187,82.331704
193.0,194,82.695272
186.0,187,83.030046
193.0,194,83.495981
183.0,184,83.85042
188.0,189,84.353835
195.0,196,84.721198
191.0,192,85.077631
182.0,183,85.560985
177.0,178,85.918428
194.0,195,86.279837
187.0,188,86.74463
194.0,195,87.117569
181.0,182,87.510077
190.0,191,88.126731
187.0,188,88.744482
189.0,190,89.507965
186.0,187,89.87012
183.0,184,90.220608
179.0,180,90.713857
193.0,194,91.089417
191.0,192,91.467906
193.0,194,92.006099
191.0,192,92.381474
185.0,186,92.858516
194.0,195,93.230596
192.0,193,93.601808
188.0,189,94.157622
190.0,191,94.647823
186.0,187,95.191051
179.0,180,96.009693
194.0,195,96.46956
188.0,189,97.014063
189.0,190,97.422168
192.0,193,97.836379
196.0,197,98.354951
196.0,197,98.752582
192.0,193,99.147244
194.0,195,99.68424
195.0,196,100.196751
193.0,194,101.06739
189.0,190,101.65801
192.0,193,102.053078
191.0,192,102.796756
189.0,190,103.326042
190.0,191,103.931903
188.0,189,105.425211
190.0,191,105.98165
192.0,193,106.684629
193.0,194,107.060517
188.0,189,107.43355
187.0,188,107.957517
187.0,188,108.433138
187.0,188,108.856095
183.0,184,109.622253
180.0,181,110.231301
176.0,177,110.765269
176.0,177,111.505414
184.0,185,112.259824
187.0,188,112.881489
191.0,192,113.452429
186.0,187,114.020939
185.0,186,114.982699
189.0,190,115.366421
193.0,194,115.803176
188.0,189,116.404969
192.0,193,116.828403
183.0,184,117.24069
188.0,189,117.815305
189.0,190,118.248214
182.0,183,118.765841
189.0,190,119.158714
188.0,189,119.712804
186.0,187,120.537034
189.0,190,121.096631
191.0,192,121.482445
184.0,185,122.006269
187.0,188,122.373532
186.0,187,122.877123
191.0,192,123.272176
185.0,186,123.637539
188.0,189,124.125561
187.0,188,124.497843
183.0,184,124.872839
188.0,189,125.410698
183.0,184,125.748774
187.0,188,126.148273
189.0,190,126.660334
170.0,171,126.986853
191.0,192,127.495142
189.0,190,127.859272
181.0,182,128.199007
187.0,188,128.711488
188.0,189,129.076846
192.0,193,129.466988
192.0,193,130.003471
180.0,181,130.357681
179.0,180,130.716403
191.0,192,131.245204
195.0,196,131.624767
189.0,190,132.158478
191.0,192,132.551491
187.0,188,132.942851
188.0,189,133.464372
193.0,194,133.838778
189.0,190,134.225931
192.0,193,134.718566
194.0,195,135.096513
181.0,182,135.605735
195.0,196,135.977243
180.0,181,136.327682
186.0,187,136.818189
189.0,190,137.17994
185.0,186,137.508304
187.0,188,137.979037
197.0,198,138.359078
192.0,193,138.845456
197.0,198,139.245387
187.0,188,139.700163
183.0,184,140.3766
191.0,192,141.806552
190.0,191,142.200349
191.0,192,142.778302
198.0,199,143.172224
197.0,198,143.727653
197.0,198,144.09489
200.0,201,144.474262
189.0,190,144.990829
192.0,193,145.380172
194.0,195,145.763396
184.0,185,146.248548
194.0,195,146.648322
193.0,194,147.198027
189.0,190,147.556239
194.0,195,147.919726
193.0,194,148.40647
186.0,187,148.768023
191.0,192,149.126672
182.0,183,149.624266
189.0,190,150.035545
191.0,192,150.606145
169.0,170,151.192396
179.0,180,151.6342
194.0,195,152.274597
186.0,187,152.781675
192.0,193,153.235676
187.0,188,153.836807
186.0,187,154.390158
189.0,190,154.98465
192.0,193,155.618872
192.0,193,156.084886
185.0,186,156.698068
184.0,185,157.159241
184.0,185,157.599178
191.0,192,158.198528
187.0,188,158.64225
188.0,189,159.087448
189.0,190,159.72597
187.0,188,160.806431
183.0,184,161.502952
188.0,189,162.227058
189.0,190,162.720817
185.0,186,163.354569
190.0,191,163.881342
184.0,185,164.366555
186.0,187,165.181699
191.0,192,166.033898
187.0,188,166.513087
189.0,190,167.230751
189.0,190,167.713048
192.0,193,168.381237
191.0,192,168.868655
193.0,194,169.314921
183.0,184,169.971373
191.0,192,170.514042
192.0,193,171.263586
181.0,182,172.179451
184.0,185,172.658822
190.0,191,173.290805
181.0,182,173.719967
192.0,193,174.17475
193.0,194,174.789837
192.0,193,175.242823
182.0,183,175.742594
188.0,189,176.949066
181.0,182,177.617268
188.0,189,178.389027
193.0,194,179.050195
186.0,187,179.497377
189.0,190,180.179991
186.0,187,180.982886
179.0,180,181.829562
193.0,194,182.703593
187.0,188,183.18708
186.0,187,183.64329
