#{"t_start": 1786207508.067301, "env_id": "None"}
r,l,t
180.0,181,124.414567
190.0,191,124.793334
189.0,190,125.364749
188.0,189,125.718718
184.0,185,126.071324
188.0,189,126.598048
182.0,183,126.96969
188.0,189,127.4756
185.0,186,127.832891
194.0,195,128.216494
180.0,181,128.693138
190.0,191,129.061154
192.0,193,129.450082
183.0,184,129.947757
184.0,185,130.334049
196.0,197,130.759715
179.0,180,131.216578
190.0,191,131.597659
191.0,192,132.13649
191.0,192,132.530733
190.0,191,132.927177
189.0,190,133.449779
180.0,181,133.777321
190.0,191,134.181941
188.0,189,134.671562
193.0,194,135.041198
189.0,190,135.579373
191.0,192,135.945871
183.0,184,136.28646
186.0,187,136.777544
192.0,193,137.14235
196.0,197,137.525089
196.0,197,138.019186
190.0,191,138.377923
197.0,198,138.871184
197.0,198,139.302877
190.0,191,139.73002
184.0,185,140.410103
192.0,193,141.860915
195.0,196,142.268376
192.0,193,142.830362
196.0,197,143.219255
184.0,185,143.747423
198.0,199,144.116292
194.0,195,144.488737
197.0,198,145.016613
189.0,190,145.402774
191.0,192,145.780223
191.0,192,146.27524
183.0,184,146.63277
190.0,191,147.179965
189.0,190,147.538584
189.0,190,147.894349
186.0,187,148.371738
193.0,194,148.743119
186.0,187,149.095451
192.0,193,149.598747
189.0,190,150.01563
194.0,195,150.588806
189.0,190,151.240254
192.0,193,151.703272
185.0,186,152.346572
184.0,185,152.830896
190.0,191,153.282641
189.0,190,153.982316
182.0,183,154.499136
184.0,185,155.03272
190.0,191,155.654617
192.0,193,156.116745
189.0,190,156.737038
185.0,186,157.200864
187.0,188,157.64525
187.0,188,158.237412
183.0,184,158.674524
182.0,183,159.109819
187.0,188,159.744847
187.0,188,160.841934
177.0,178,161.476502
195.0,196,162.248495
192.0,193,162.746128
181.0,182,163.37358
187.0,188,163.862468
191.0,192,164.393136
186.0,187,165.211335
185.0,186,166.034078
187.0,188,166.514005
187.0,188,167.211291
188.0,189,167.690699
193.0,194,168.361533
181.0,182,168.828975
189.0,190,169.270664
181.0,182,169.919403
191.0,192,170.463342
188.0,189,171.193096
193.0,194,172.146109
183.0,184,172.618853
191.0,192,173.086105
190.0,191,173.704245
176.0,177,174.13207
182.0,183,174.726149
187.0,188,175.171189
177.0,178,175.621108
184.0,185,176.757568
188.0,189,177.513817
192.0,193,178.301889
192.0,193,178.979113
190.0,191,179.432823
182.0,183,180.098672
189.0,190,180.854515
183.0,184,181.738076
183.0,184,182.615529
189.0,190,183.104747
189.0,190,183.57175
