#{"t_start": 1786207508.08857, "env_id": "None"}
r,l,t
186.0,187,1.790928
181.0,182,2.193439
175.0,176,3.10016
189.0,190,3.695237
186.0,187,4.112198
181.0,182,4.780555
181.0,182,5.224054
181.0,182,5.655355
182.0,183,6.252681
181.0,182,6.67027
181.0,182,7.119013
186.0,187,7.684642
183.0,184,8.124967
185.0,186,8.669145
180.0,181,9.03676
183.0,184,9.415797
180.0,181,9.849997
175.0,176,10.230974
188.0,189,10.619546
184.0,185,11.101767
180.0,181,11.434629
185.0,186,11.79893
176.0,177,12.246119
178.0,179,12.581231
178.0,179,12.922018
178.0,179,13.399863
182.0,183,13.742518
180.0,181,14.123733
179.0,180,15.003916
174.0,175,15.512379
186.0,187,16.157498
184.0,185,16.527281
186.0,187,17.175611
185.0,186,18.130367
185.0,186,18.689253
179.0,180,19.084513
180.0,181,19.681119
181.0,182,20.373664
180.0,181,20.825033
184.0,185,21.44495
179.0,180,21.829722
178.0,179,22.33923
180.0,181,23.04237
177.0,178,23.554416
178.0,179,24.109987
176.0,177,25.483763
184.0,185,26.21478
181.0,182,27.106012
175.0,176,27.560934
179.0,180,28.502489
183.0,184,29.301015
176.0,177,30.126124
179.0,180,30.590943
182.0,183,31.135403
185.0,186,31.761003
190.0,191,32.347474
185.0,186,33.131476
180.0,181,33.680183
186.0,187,34.639073
178.0,179,35.339543
185.0,186,35.789523
183.0,184,36.49298
184.0,185,37.491218
185.0,186,38.497405
183.0,184,39.728772
186.0,187,40.196416
184.0,185,40.543088
182.0,183,41.359888
181.0,182,41.785106
186.0,187,42.386091
187.0,188,43.159062
186.0,187,43.92869
184.0,185,44.428896
182.0,183,44.891854
183.0,184,45.813533
174.0,175,47.129208
179.0,180,47.690119
187.0,188,48.261869
175.0,176,48.906346
181.0,182,49.257102
187.0,188,49.648246
184.0,185,50.585541
180.0,181,51.121189
187.0,188,51.487154
184.0,185,52.054519
190.0,191,52.46065
184.0,185,53.085146
183.0,184,53.433681
187.0,188,53.953818
187.0,188,54.984461
182.0,183,55.855175
181.0,182,56.379257
182.0,183,56.871572
186.0,187,57.23565
186.0,187,57.57894
183.0,184,58.204036
188.0,189,58.807985
180.0,181,59.490693
182.0,183,59.958383
188.0,189,60.368858
188.0,189,61.206649
189.0,190,61.710852
186.0,187,62.417754
189.0,190,63.285786
192.0,193,63.914261
182.0,183,64.55536
182.0,183,64.970845
180.0,181,66.056605
186.0,187,67.356573
190.0,191,67.8434
191.0,192,68.228453
188.0,189,68.762163
190.0,191,69.228193
188.0,189,69.716974
185.0,186,70.235018
184.0,185,70.599223
175.0,176,71.404987
188.0,189,72.301997
188.0,189,72.869512
186.0,187,73.532103
181.0,182,73.890369
185.0,186,74.2434
182.0,183,74.699396
183.0,184,75.036264
181.0,182,75.375203
186.0,187,75.864259
186.0,187,76.206423
183.0,184,76.577904
188.0,189,77.047742
182.0,183,77.385698
182.0,183,77.8464
184.0,185,78.18023
178.0,179,78.534864
191.0,192,79.043829
185.0,186,79.395201
187.0,188,79.744562
192.0,193,80.229494
190.0,191,80.583624
191.0,192,81.051843
183.0,184,81.380674
182.0,183,81.72228
187.0,188,82.19911
182.0,183,82.539244
191.0,192,82.892846
196.0,197,83.366936
189.0,190,83.709703
186.0,187,84.08278
196.0,197,84.585166
192.0,193,84.943001
186.0,187,85.430785
183.0,184,85.795273
188.0,189,86.148457
193.0,194,86.62761
187.0,188,86.983469
183.0,184,87.329286
190.0,191,87.981293
192.0,193,88.602018
195.0,196,89.41341
191.0,192,89.792106
183.0,184,90.159444
189.0,190,90.667616
181.0,182,91.010847
183.0,184,91.374973
189.0,190,91.910184
195.0,196,92.293952
188.0,189,92.65972
179.0,180,93.118028
191.0,192,93.481059
193.0,194,94.004483
193.0,194,94.540435
186.0,187,95.004543
191.0,192,95.887837
185.0,186,96.341514
191.0,192,96.764589
188.0,189,97.320939
192.0,193,97.728655
195.0,196,98.251886
187.0,188,98.605907
190.0,191,99.005357
195.0,196,99.539934
197.0,198,100.031824
184.0,185,100.632988
191.0,192,101.408679
189.0,190,101.888844
189.0,190,102.582849
183.0,184,103.074595
194.0,195,103.647464
194.0,195,105.159145
191.0,192,105.796351
190.0,191,106.387686
186.0,187,106.906193
184.0,185,107.264557
180.0,181,107.74881
193.0,194,108.182011
187.0,188,108.652457
186.0,187,109.380137
191.0,192,110.026635
188.0,189,110.596581
191.0,192,111.415473
188.0,189,112.171373
184.0,185,112.630974
183.0,184,113.336708
182.0,183,113.894581
183.0,184,114.883837
186.0,187,115.269078
186.0,187,115.639398
188.0,189,116.250994
185.0,186,116.668676
182.0,183,117.062662
188.0,189,117.645709
181.0,182,118.075131
180.0,181,118.458159
187.0,188,118.974678
185.0,186,119.369845
189.0,190,120.221297
189.0,190,120.885861
186.0,187,121.285067
184.0,185,121.807035
194.0,195,122.193403
187.0,188,122.575221
186.0,187,123.072647
186.0,187,123.460563
185.0,186,123.813214
190.0,191,124.312483
195.0,196,124.712277
185.0,186,125.252199
187.0,188,125.614775
186.0,187,125.952381
188.0,189,126.476438
178.0,179,126.864618
185.0,186,127.223078
180.0,181,127.704413
189.0,190,128.069023
186.0,187,128.566821
185.0,186,128.925999
186.0,187,129.293648
185.0,186,129.807249
191.0,192,130.19413
183.0,184,130.560369
186.0,187,131.078226
190.0,191,131.448255
185.0,186,131.831297
179.0,180,132.337569
186.0,187,132.718224
182.0,183,133.236452
184.0,185,133.591596
185.0,186,133.967819
185.0,186,134.464895
189.0,190,134.82448
189.0,190,135.230831
185.0,186,135.711604
181.0,182,136.061576
194.0,195,136.432259
192.0,193,136.929234
187.0,188,137.289331
194.0,195,137.769221
189.0,190,138.12629
186.0,187,138.478702
195.0,196,138.971114
187.0,188,139.433555
187.0,188,139.812152
186.0,187,141.354234
198.0,199,141.962782
186.0,187,142.481543
190.0,191,142.906522
191.0,192,143.309018
196.0,197,143.835229
198.0,199,144.204547
192.0,193,144.575658
190.0,191,145.104792
194.0,195,145.496061
193.0,194,145.992846
187.0,188,146.356553
181.0,182,146.765856
189.0,190,147.268314
192.0,193,147.632886
196.0,197,147.997849
196.0,197,148.489217
188.0,189,148.853862
191.0,192,149.347678
183.0,184,149.741975
191.0,192,150.133406
186.0,187,150.835283
185.0,186,151.340168
186.0,187,151.793789
186.0,187,152.456897
190.0,191,152.936571
187.0,188,153.543501
179.0,180,154.080963
185.0,186,154.617555
185.0,186,155.284232
186.0,187,155.738552
190.0,191,156.192226
186.0,187,156.812949
188.0,189,157.279041
188.0,189,157.726551
189.0,190,158.322726
186.0,187,158.759785
189.0,190,159.387635
180.0,181,159.858055
188.0,189,161.002086
186.0,187,161.869686
184.0,185,162.345611
190.0,191,162.839079
187.0,188,163.472936
185.0,186,163.976301
193.0,194,164.493099
192.0,193,165.410935
192.0,193,166.178099
191.0,192,166.881011
186.0,187,167.356835
191.0,192,167.84075
184.0,185,168.509987
187.0,188,168.974705
193.0,194,169.436127
187.0,188,170.128321
191.0,192,170.814017
176.0,177,171.711539
184.0,185,172.278349
181.0,182,172.739417
191.0,192,173.369515
193.0,194,173.824808
187.0,188,174.266044
180.0,181,174.86414
185.0,186,175.30696
187.0,188,175.895599
179.0,180,177.052337
188.0,189,177.770925
184.0,185,178.645715
189.0,190,179.102876
189.0,190,179.559222
186.0,187,180.245992
194.0,195,181.119771
190.0,191,181.954573
176.0,177,182.775352
182.0,183,183.240699
192.0,193,183.699875
