#{"t_start": 1786207508.066755, "env_id": "None"}
r,l,t
180.0,181,1.654677
182.0,183,2.155205
184.0,185,3.190985
179.0,180,3.687985
184.0,185,4.101723
188.0,189,4.782339
184.0,185,5.265633
190.0,191,5.766763
180.0,181,6.328135
178.0,179,6.717714
181.0,182,7.163941
179.0,180,7.69259
186.0,187,8.19473
181.0,182,8.672408
185.0,186,9.0759
180.0,181,9.437503
189.0,190,9.918193
183.0,184,10.299553
187.0,188,10.699138
181.0,182,11.166196
187.0,188,11.523154
180.0,181,11.867256
182.0,183,12.334069
180.0,181,12.671148
184.0,185,13.021156
177.0,178,13.49583
182.0,183,13.846912
179.0,180,14.523847
185.0,186,15.164804
186.0,187,15.67372
185.0,186,16.320449
181.0,182,16.660232
178.0,179,17.349626
186.0,187,18.341742
185.0,186,18.826962
176.0,177,19.223032
186.0,187,20.016889
180.0,181,20.512741
176.0,177,21.009716
179.0,180,21.539387
185.0,186,21.949138
184.0,185,22.703565
178.0,179,23.238808
181.0,182,23.700677
184.0,185,24.430692
177.0,178,25.747694
184.0,185,26.475994
176.0,177,27.256431
186.0,187,27.938649
179.0,180,28.715971
182.0,183,29.825824
181.0,182,30.334944
186.0,187,30.747376
185.0,186,31.363575
183.0,184,31.964218
183.0,184,32.822639
184.0,185,33.344839
175.0,176,34.056589
179.0,180,34.878109
186.0,187,35.51038
186.0,187,35.949132
184.0,185,36.857687
184.0,185,37.795065
181.0,182,38.909835
183.0,184,39.919494
183.0,184,40.322827
178.0,179,40.712278
190.0,191,41.511044
186.0,187,41.923367
188.0,189,42.833927
185.0,186,43.351636
186.0,187,44.06105
186.0,187,44.558978
184.0,185,45.103535
180.0,181,46.035381
188.0,189,47.343882
187.0,188,47.941747
179.0,180,48.492014
183.0,184,49.090015
178.0,179,49.434803
188.0,189,50.300185
187.0,188,50.833785
184.0,185,51.321777
180.0,181,51.812014
183.0,184,52.271709
186.0,187,52.658922
185.0,186,53.257702
183.0,184,53.704001
182.0,183,54.171413
183.0,184,55.371897
186.0,187,56.083419
181.0,182,56.672143
181.0,182,57.014092
189.0,190,57.389157
185.0,186,57.920721
178.0,179,58.442317
185.0,186,58.94541
188.0,189,59.717485
192.0,193,60.152822
186.0,187,60.548967
187.0,188,61.462441
184.0,185,62.00806
179.0,180,62.855945
186.0,187,63.557263
183.0,184,64.092436
191.0,192,64.712783
188.0,189,65.451125
177.0,178,66.399017
187.0,188,67.599475
194.0,195,68.019036
184.0,185,68.399491
187.0,188,68.975662
190.0,191,69.392614
189.0,190,70.035317
189.0,190,70.398728
182.0,183,70.860809
185.0,186,71.803736
180.0,181,72.542404
182.0,183,73.049085
179.0,180,73.671185
183.0,184,74.040383
180.0,181,74.380379
187.0,188,74.841
182.0,183,75.179919
188.0,189,75.685825
187.0,188,76.027706
186.0,187,76.397886
180.0,181,76.850489
186.0,187,77.193581
182.0,183,77.529331
182.0,183,77.995885
184.0,185,78.325209
187.0,188,78.699247
180.0,181,79.188489
179.0,180,79.510354
184.0,185,79.871492
193.0,194,80.363262
191.0,192,80.720283
182.0,183,81.17378
187.0,188,81.521448
189.0,190,81.875425
182.0,183,82.345988
189.0,190,82.68101
193.0,194,83.048323
188.0,189,83.497572
182.0,183,83.837735
