#{"t_start": 1786207508.067442, "env_id": "None"}
r,l,t
184.0,185,130.626927
188.0,189,131.141229
187.0,188,131.506377
182.0,183,131.88596
186.0,187,132.403509
190.0,191,132.792051
186.0,187,133.316253
189.0,190,133.674013
183.0,184,134.052558
195.0,196,134.558039
186.0,187,134.915692
191.0,192,135.32813
191.0,192,135.809893
190.0,191,136.174672
193.0,194,136.67808
190.0,191,137.035263
184.0,185,137.393169
193.0,194,137.869522
197.0,198,138.238691
196.0,197,138.603767
195.0,196,139.096124
196.0,197,139.604279
199.0,200,140.292757
201.0,202,141.780225
196.0,197,142.21629
189.0,190,142.695834
187.0,188,143.111917
184.0,185,143.526284
190.0,191,144.013059
192.0,193,144.379453
195.0,196,144.905327
192.0,193,145.278789
193.0,194,145.6773
191.0,192,146.183981
187.0,188,146.559037
187.0,188,146.958241
193.0,194,147.469558
183.0,184,147.799245
189.0,190,148.26982
192.0,193,148.651338
184.0,185,148.986096
194.0,195,149.503086
193.0,194,149.938767
194.0,195,150.345475
181.0,182,151.116155
192.0,193,151.585736
186.0,187,152.208757
191.0,192,152.746456
192.0,193,153.200114
190.0,191,153.804497
192.0,193,154.370333
185.0,186,154.942699
191.0,192,155.587956
184.0,185,156.042729
187.0,188,156.65947
188.0,189,157.123077
188.0,189,157.574409
189.0,190,158.16955
186.0,187,158.612038
188.0,189,159.056637
186.0,187,159.682159
184.0,185,160.732256
184.0,185,161.436392
193.0,194,162.193298
184.0,185,162.677776
189.0,190,163.320902
187.0,188,163.823406
183.0,184,164.322181
184.0,185,165.115466
191.0,192,165.944466
184.0,185,166.463478
187.0,188,167.162128
190.0,191,167.627254
188.0,189,168.307134
188.0,189,168.783723
188.0,189,169.2266
190.0,191,169.890422
183.0,184,170.416631
190.0,191,171.146831
185.0,186,172.093175
187.0,188,172.573038
182.0,183,173.025606
192.0,193,173.645075
186.0,187,174.09238
181.0,182,174.684687
181.0,182,175.117097
185.0,186,175.580783
188.0,189,176.698991
185.0,186,177.458363
175.0,176,178.213201
185.0,186,178.900655
189.0,190,179.352685
186.0,187,179.836238
181.0,182,180.618943
179.0,180,181.552633
187.0,188,182.509592
187.0,188,182.997512
185.0,186,183.460261
