series,strategy,n,gained,level,lost,median_d_pos,p10_d_pos,p90_d_pos,median_d_laps,median_d_pit_s,median_stops,n_seeds,gained_lo,gained_hi,lost_lo,lost_hi,median_d_pos_lo,median_d_pos_hi
wec,fuel_window,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,200,0.0,0.0,0.0,0.0,0.0,0.0
wec,caution_gambler,200.0,0.365,0.4,0.235,0.0,-2.0,3.0,0.0,0.0,37.0,200,0.3,0.43,0.175,0.29,0.0,0.0
wec,track_position,200.0,0.31,0.3,0.39,0.0,-4.0,3.0,0.0,0.0,36.0,200,0.25,0.375,0.32,0.46,0.0,0.0
wec,splash_and_dash,200.0,0.525,0.455,0.02,1.0,0.0,2.0999999999999943,0.0,25.80309482257212,37.0,200,0.46,0.595,0.005,0.04,0.0,1.0
wec,lap_down,200.0,0.095,0.8,0.105,0.0,-1.0,0.0,0.0,0.0,36.0,200,0.055,0.135,0.065,0.15,0.0,0.0
wec,agent,200.0,0.005,0.005,0.99,-12.0,-15.0,-7.0,-3.0,-852.8031724628001,110.5,200,0.0,0.015,0.975,1.0,-12.0,-11.0
