series,strategy,n,gained,level,lost,median_d_pos,p10_d_pos,p90_d_pos,median_d_laps,median_d_pit_s,median_stops,n_seeds,gained_lo,gained_hi,lost_lo,lost_hi,median_d_pos_lo,median_d_pos_hi
wec,fuel_window,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,50,0.0,0.0,0.0,0.0,0.0,0.0
wec,caution_gambler,50.0,0.28,0.5,0.22,0.0,-2.0999999999999996,3.0,0.0,0.0,37.0,50,0.16,0.4,0.12,0.34,0.0,0.0
wec,track_position,50.0,0.24,0.38,0.38,0.0,-6.0,3.0,0.0,0.0,36.0,50,0.12,0.36,0.24,0.52,-1.0,0.0
wec,splash_and_dash,50.0,0.46,0.54,0.0,0.0,0.0,2.0,0.0,26.09082049519793,37.0,50,0.32,0.6,0.0,0.0,0.0,1.0
wec,lap_down,50.0,0.14,0.82,0.04,0.0,0.0,1.1000000000000014,0.0,0.0,36.0,50,0.04,0.24,0.0,0.1,0.0,0.0
wec,agent,50.0,0.0,0.0,1.0,-12.5,-16.0,-7.0,-3.0,-912.5811589142695,116.0,50,0.0,0.0,1.0,1.0,-13.0,-11.0
