series,strategy,n,gained,level,lost,median_d_pos,p10_d_pos,p90_d_pos,median_d_laps,median_d_pit_s,median_stops,n_seeds,gained_lo,gained_hi,lost_lo,lost_hi,median_d_pos_lo,median_d_pos_hi
imsa,fuel_window,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,200,0.0,0.0,0.0,0.0,0.0,0.0
imsa,caution_gambler,200.0,0.5,0.155,0.345,0.5,-5.0,6.0,0.0,-52.20850592259512,29.0,200,0.43,0.575,0.28,0.41,0.0,1.0
imsa,track_position,200.0,0.375,0.175,0.45,0.0,-4.0,5.0,0.0,8.448088238462105,24.0,200,0.31,0.44,0.385,0.515,-1.0,0.0
imsa,splash_and_dash,200.0,0.39,0.385,0.225,0.0,-2.0,4.0,0.0,7.985904933592224,25.0,200,0.325,0.455,0.17,0.28,0.0,0.0
imsa,lap_down,200.0,0.395,0.23,0.375,0.0,-3.099999999999998,3.0,0.0,-2.6942850000002636,24.0,200,0.33,0.465,0.31,0.44,0.0,0.0
imsa,agent,200.0,0.0,0.05,0.95,-6.0,-10.0,-1.0,-158.5,-22860.315925776173,535.0,200,0.0,0.0,0.92,0.98,-7.0,-5.0
