multiplier,pit_transit_frac,series,race,strategy,class,pace_rank,seed,focal,class_pos,overall_pos,laps,race_time_s,stops,pit_time_s,traffic_time_s,caution_laps,d_class_pos,d_laps,d_race_time_s,d_stops,d_pit_time_s
1.0,0.25,wec,Le Mans 24 2026,track_position,HYPERCAR,5,851148,HYPERCAR-09,8,8,369,86315.6814444367,33,2228.160367627198,465.6,56,2,0,59.85781700536609,0,0.8212320000002364
1.0,0.25,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,851148,HYPERCAR-09,10,10,369,86375.53926144207,33,2228.981599627198,437.6,56,0,0,0.0,0,0.0
1.0,0.25,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,851148,HYPERCAR-09,10,10,369,86375.53926144207,33,2228.981599627198,437.6,56,0,0,0.0,0,0.0
1.0,0.25,wec,Le Mans 24 2026,agent,HYPERCAR,5,851148,HYPERCAR-09,18,18,368,86224.59533091672,122,3316.344453270405,396.8,62,-8,-1,150.94393052534724,89,-1087.362853643207
1.0,0.25,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,589879,HYPERCAR-04,10,10,390,86247.07857325654,37,2693.359633951294,565.6,14,0,0,0.0,0,0.0
1.0,0.25,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,589879,HYPERCAR-04,10,10,390,86247.07857325654,37,2693.359633951294,565.6,14,0,0,0.0,0,0.0
1.0,0.25,wec,Le Mans 24 2026,track_position,HYPERCAR,5,589879,HYPERCAR-04,9,9,390,86178.06778075246,37,2696.9525239512946,604.0,13,1,0,69.01079250407929,0,-3.5928900000003523
1.0,0.25,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,589879,HYPERCAR-04,10,10,390,86208.55163598155,37,2660.4176911419995,563.2,14,0,0,38.526937274989905,0,32.94194280929469
1.0,0.25,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,589879,HYPERCAR-04,10,10,390,86247.07857325654,37,2693.359633951294,565.6,14,0,0,0.0,0,0.0
1.0,0.25,wec,Le Mans 24 2026,agent,HYPERCAR,5,589879,HYPERCAR-04,16,16,388,86194.57186932706,96,3269.7361932649237,517.6,13,-6,-2,52.506703929480864,59,-576.3765593136295
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,639431,HYPERCAR-03,6,6,390,86258.53211224954,38,2648.8968633565064,523.2,16,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,639431,HYPERCAR-03,6,6,390,86258.53211224954,38,2648.8968633565064,523.2,16,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,639431,HYPERCAR-03,8,8,390,86312.8515541658,38,2649.6667683565065,607.2,16,-2,0,-54.319441916260985,0,-0.769905000000108
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,639431,HYPERCAR-03,6,6,390,86226.91317130132,38,2617.2629168739663,526.4000000000001,16,0,0,31.61894094821764,0,31.63394648254007
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,639431,HYPERCAR-03,8,8,390,86314.11589748837,38,2649.6667683565065,597.6,16,-2,0,-55.583785238835844,0,-0.769905000000108
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,639431,HYPERCAR-03,18,18,386,86136.84050569109,94,3630.452950526231,474.40000000000003,17,-12,-4,121.6916065584519,56,-981.5560871697244
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,497127,HYPERCAR-17,5,5,395,86339.32525511149,38,2833.588189503233,520.0,7,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,497127,HYPERCAR-17,5,5,395,86339.32525511149,38,2833.588189503233,520.0,7,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,497127,HYPERCAR-17,5,5,395,86350.68841867286,38,2867.324903351214,524.0,7,0,0,-11.363163561371039,0,-33.73671384798081
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,497127,HYPERCAR-17,5,5,395,86323.43932801674,38,2800.2935532315114,524.0,7,0,0,15.885927094743238,0,33.29463627172163
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,497127,HYPERCAR-17,5,5,395,86339.32525511149,38,2833.588189503233,520.0,7,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,497127,HYPERCAR-17,18,18,391,86311.68102309205,93,3763.3567834989794,516.0,8,-13,-4,27.64423201943282,55,-929.7685939957464
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,737684,HYPERCAR-04,4,4,380,86212.07870987596,36,2617.1503610059485,516.0,38,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,737684,HYPERCAR-04,3,3,381,86317.14572558134,36,2546.4243255147076,473.6,35,1,1,-105.0670157053828,0,70.72603549124096
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,737684,HYPERCAR-04,9,9,379,86108.01641488267,36,2618.6901710059483,497.6,37,-5,-1,104.06229499328765,0,-1.5398099999997612
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,737684,HYPERCAR-04,3,3,381,86380.7818099221,37,2580.171771134421,516.0,38,1,1,-168.70310004614294,1,36.978589871527674
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,737684,HYPERCAR-04,8,8,380,86296.63422039218,36,2618.6901710059483,494.40000000000003,37,-4,0,-84.55551051622024,0,-1.5398099999997612
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,737684,HYPERCAR-04,18,18,378,86307.3932108275,87,3564.558768988085,496.00000000000006,38,-14,-2,-95.31450095154287,51,-947.4084079821364
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,279327,HYPERCAR-12,4,4,389,86366.28237459944,37,2704.144381928893,521.6,22,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,279327,HYPERCAR-12,3,3,389,86179.75938185213,37,2672.9390708000215,484.8,20,1,0,186.52299274731195,0,31.20531112887147
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,279327,HYPERCAR-12,5,5,389,86363.23546641998,37,2704.144381928893,508.8,22,-1,0,3.0469081794581143,0,0.0
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,279327,HYPERCAR-12,4,4,389,86371.3450459073,38,2716.3920477024344,517.6,22,0,0,-5.0626713078672765,1,-12.247665773541485
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,279327,HYPERCAR-12,4,4,389,86366.28237459944,37,2704.144381928893,521.6,22,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,279327,HYPERCAR-12,18,18,384,86247.9116403519,99,3769.2543253435165,448.8,21,-14,-5,118.37073424753908,62,-1065.1099434146236
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,22699,HYPERCAR-09,3,3,376,86240.88913852801,35,2442.469429178927,428.8,46,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,22699,HYPERCAR-09,9,9,375,86300.78841841086,36,2521.951359658234,424.8,48,-6,-1,-59.89927988284035,1,-79.48193047930727
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,22699,HYPERCAR-09,3,3,375,86223.44942336716,35,2471.680302095455,406.40000000000003,45,0,-1,17.439715160857304,0,-29.210872916527933
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,22699,HYPERCAR-09,1,1,376,86195.15177392382,35,2400.2709473143696,428.8,46,2,0,45.737364604196046,0,42.19848186455738
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,22699,HYPERCAR-09,3,3,376,86240.88913852801,35,2442.469429178927,428.8,46,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,22699,HYPERCAR-09,18,18,373,86238.74502050754,111,4086.4926440575077,425.6,49,-15,-3,2.144118020471069,76,-1644.0232148785808
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,604281,HYPERCAR-17,5,5,369,86368.06864288387,34,2261.034186508022,482.40000000000003,58,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,604281,HYPERCAR-17,2,2,369,86288.19202803276,36,2278.9925187813137,537.6,56,3,0,79.87661485110584,2,-17.958332273291944
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,604281,HYPERCAR-17,3,3,370,86364.78496127794,34,2264.421768508022,409.6,58,2,1,3.2836816059279954,0,-3.387582000000293
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,604281,HYPERCAR-17,4,4,369,86357.9129069778,35,2252.354055488614,481.6,58,1,0,10.155735906068003,1,8.680131019407781
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,604281,HYPERCAR-17,5,5,369,86368.06864288387,34,2261.034186508022,482.40000000000003,58,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,604281,HYPERCAR-17,18,18,368,86199.06747333877,108,3585.140160091833,402.40000000000003,62,-13,-1,169.00116954509576,74,-1324.1059735838112
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,871382,HYPERCAR-17,7,7,390,86357.11695123286,37,2696.260612686176,488.00000000000006,16,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,871382,HYPERCAR-17,10,10,390,86305.55737543778,38,2752.1144403121693,493.6,16,-3,0,51.55957579507958,1,-55.85382762599329
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,871382,HYPERCAR-17,7,7,390,86361.45325177557,37,2696.260612686176,516.0,16,0,0,-4.336300542709068,0,0.0
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,871382,HYPERCAR-17,8,8,390,86369.4758932625,38,2708.3428843596007,490.40000000000003,16,-1,0,-12.358942029633909,1,-12.082271673424657
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,871382,HYPERCAR-17,7,7,390,86357.11695123286,37,2696.260612686176,488.00000000000006,16,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,871382,HYPERCAR-17,18,18,387,86295.70174421655,95,3645.942892137826,523.2,16,-11,-3,61.41520701631089,58,-949.6822794516502
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,967710,HYPERCAR-18,3,3,392,86333.46713120119,37,2660.627663417979,520.0,16,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,967710,HYPERCAR-18,3,3,392,86333.46713120119,37,2660.627663417979,520.0,16,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,967710,HYPERCAR-18,3,3,392,86333.46713120119,37,2660.627663417979,520.0,16,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,967710,HYPERCAR-18,3,3,392,86319.23376772975,38,2663.533182686144,506.40000000000003,16,0,0,14.233363471445045,1,-2.9055192681648805
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,967710,HYPERCAR-18,3,3,392,86333.46713120119,37,2660.627663417979,520.0,16,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,967710,HYPERCAR-18,18,18,387,86295.67481250517,99,3764.548356398173,485.6,17,-15,-5,37.79231869602518,62,-1103.920692980194
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,596591,HYPERCAR-07,13,13,387,86301.49583618158,36,2629.32442237595,529.6,22,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,596591,HYPERCAR-07,9,9,387,86209.15572325389,36,2606.5207788802663,560.8000000000001,22,4,0,92.34011292768992,0,22.803643495683446
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,596591,HYPERCAR-07,5,5,388,86290.92252313654,36,2713.0784363069447,568.8000000000001,22,8,1,10.573313045038958,0,-83.75401393099492
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,596591,HYPERCAR-07,9,9,387,86261.07081182195,36,2589.8688393860953,530.4000000000001,22,4,0,40.425024359632516,0,39.45558298985452
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,596591,HYPERCAR-07,13,13,387,86301.49583618158,36,2629.32442237595,529.6,22,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,596591,HYPERCAR-07,18,18,385,86363.58473552136,91,3750.8450704237152,469.6,24,-5,-2,-62.088899339782074,55,-1121.5206480477655
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,154210,HYPERCAR-06,12,12,388,86414.75507036199,37,2809.5017526019046,550.4000000000001,23,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,154210,HYPERCAR-06,9,9,388,86486.12044186016,39,2832.101456903457,540.0,23,3,0,-71.36537149816286,2,-22.599704301552265
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,154210,HYPERCAR-06,11,11,387,86243.69049659718,37,2811.4265151019044,514.4,22,1,-1,171.06457376481558,0,-1.9247624999998152
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,154210,HYPERCAR-06,10,10,388,86368.80734747375,37,2782.5550776019045,545.6,23,2,0,45.94772288824606,0,26.94667500000014
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,154210,HYPERCAR-06,12,12,388,86414.79968713215,37,2811.4265151019044,548.8000000000001,23,0,0,-0.04461677015933674,0,-1.9247624999998152
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,154210,HYPERCAR-06,18,18,385,86236.08333161275,101,3845.138422800451,412.00000000000006,22,-6,-3,178.671738749239,64,-1035.6366701985462
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,838952,HYPERCAR-15,10,10,387,86187.71546089093,37,2615.014753343402,493.6,21,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,838952,HYPERCAR-15,10,10,388,86382.21217557284,38,2605.6993122690437,512.8000000000001,20,0,1,-194.49671468191082,1,9.315441074358205
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,838952,HYPERCAR-15,1,1,388,86194.85061772283,37,2617.016506343402,552.0,18,9,1,-7.135156831893255,0,-2.001753000000008
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,838952,HYPERCAR-15,10,10,388,86378.43819133243,38,2598.1493810643024,496.8,21,0,1,-190.72273044149915,1,16.865372279099574
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,838952,HYPERCAR-15,8,8,388,86326.38684987933,37,2615.784658343402,496.00000000000006,21,2,1,-138.67138898839767,0,-0.769905000000108
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,838952,HYPERCAR-15,18,18,383,86169.88466646615,101,3686.1728282523304,500.8,20,-8,-4,17.830794424779015,64,-1071.1580749089285
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,486540,HYPERCAR-16,10,10,380,86300.0311174674,35,2386.280380670391,553.6,36,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,486540,HYPERCAR-16,1,1,381,86258.61879673223,36,2447.8551737998305,494.40000000000003,35,9,1,41.41232073516585,1,-61.57479312943951
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,486540,HYPERCAR-16,5,5,381,86357.1358439521,35,2413.154561245491,472.00000000000006,36,5,1,-57.10472648470022,0,-26.874180575100127
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,486540,HYPERCAR-16,9,9,380,86286.92106238147,35,2367.3408878155255,553.6,36,1,0,13.110055085926433,0,18.93949285486542
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,486540,HYPERCAR-16,10,10,380,86300.0311174674,35,2386.280380670391,553.6,36,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,486540,HYPERCAR-16,18,18,378,86292.89905934996,99,3709.17969949639,457.6,37,-8,-2,7.132058117436827,64,-1322.8993188259992
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,432241,HYPERCAR-14,7,7,388,86316.49193509888,37,2674.444147236041,586.4000000000001,22,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,432241,HYPERCAR-14,7,7,388,86345.22801916719,38,2710.24665778716,597.6,22,0,0,-28.736084068310447,1,-35.80251055111921
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,432241,HYPERCAR-14,2,2,388,86260.88903188726,36,2638.7569441682635,506.40000000000003,22,5,0,55.60290321162029,-1,35.68720306777732
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,432241,HYPERCAR-14,7,7,388,86303.44729445832,38,2665.922836239249,584.0,22,0,0,13.044640640553553,1,8.521310996791726
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,432241,HYPERCAR-14,7,7,388,86316.49193509888,37,2674.444147236041,586.4000000000001,22,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,432241,HYPERCAR-14,18,18,385,86338.18167205833,103,3828.932252525783,459.20000000000005,24,-11,-3,-21.689736959451693,66,-1154.4881052897422
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,552122,HYPERCAR-07,13,13,381,86312.00751884734,35,2631.638537964119,540.8000000000001,39,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,552122,HYPERCAR-07,4,4,381,86229.89479605692,36,2620.3198913817964,537.6,37,9,0,82.11272279042169,1,11.318646582322799
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,552122,HYPERCAR-07,14,14,381,86343.27280762671,35,2694.930655435779,541.6,37,-1,0,-31.26528877936653,0,-63.29211747165982
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,552122,HYPERCAR-07,10,10,381,86254.03595313728,35,2572.6337395176506,533.6,39,3,0,57.97156571006053,0,59.00479844646861
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,552122,HYPERCAR-07,14,14,381,86338.52971133031,35,2694.930655435779,542.4,37,-1,0,-26.52219248296751,0,-63.29211747165982
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,552122,HYPERCAR-07,18,18,379,86261.60177519057,109,3900.7383921555634,442.40000000000003,38,-5,-2,50.4057436567673,74,-1269.0998541914441
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,999870,HYPERCAR-11,5,5,394,86345.20212148405,38,2731.785277200484,496.00000000000006,12,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,999870,HYPERCAR-11,5,5,394,86345.20212148405,38,2731.785277200484,496.00000000000006,12,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,999870,HYPERCAR-11,4,4,393,86192.52588930776,38,2731.015372200484,476.8,13,1,-1,152.67623217629443,0,0.769905000000108
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,999870,HYPERCAR-11,5,5,394,86354.53108945761,39,2740.1619699311655,498.40000000000003,12,0,0,-9.328967973560793,1,-8.376692730681498
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,999870,HYPERCAR-11,5,5,394,86345.20212148405,38,2731.785277200484,496.00000000000006,12,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,999870,HYPERCAR-11,18,18,390,86283.30216334442,84,3489.7828891290997,558.4,13,-13,-4,61.89995813963469,46,-757.9976119286157
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,22006,HYPERCAR-09,5,5,382,86352.28444137739,34,2561.680378910273,518.4000000000001,40,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,22006,HYPERCAR-09,7,7,381,86184.72022991607,36,2625.97930628261,541.6,40,-2,-1,167.5642114613147,2,-64.2989273723374
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,22006,HYPERCAR-09,6,6,382,86377.86942461361,34,2523.691747962666,494.40000000000003,39,-1,0,-25.584983236229164,0,37.98863094760691
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,22006,HYPERCAR-09,4,4,382,86327.63953190738,35,2541.204910810086,516.0,40,1,0,24.644909470007406,1,20.475468100186845
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,22006,HYPERCAR-09,5,5,382,86352.28444137739,34,2561.680378910273,518.4000000000001,40,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,22006,HYPERCAR-09,18,18,378,86157.96590243922,99,3566.1186138079233,446.40000000000003,38,-13,-4,194.31853893816879,65,-1004.4382348976505
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,654215,HYPERCAR-12,8,8,356,86363.02344541776,30,2027.8538006466424,324.0,84,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,654215,HYPERCAR-12,1,1,356,86320.3036759684,34,2138.8476863620112,355.20000000000005,83,7,0,42.71976944935159,4,-110.99388571536883
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,654215,HYPERCAR-12,16,16,354,86202.85036829324,29,1911.6977602132877,427.20000000000005,84,-8,-2,160.1730771245202,-1,116.15604043335475
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,654215,HYPERCAR-12,8,8,356,86363.02344541776,30,2027.8538006466424,324.0,84,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,654215,HYPERCAR-12,8,8,356,86363.02344541776,30,2027.8538006466424,324.0,84,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,654215,HYPERCAR-12,18,18,354,86283.41487435886,113,3620.805124844099,283.20000000000005,86,-10,-2,79.6085710588959,83,-1592.9513241974564
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,541577,HYPERCAR-05,2,2,378,86271.72808732282,36,2453.159965392416,495.20000000000005,39,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,541577,HYPERCAR-05,12,12,377,86236.77911505318,38,2526.794507929793,464.0,40,-10,-1,34.94897226963076,2,-73.634542537377
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,541577,HYPERCAR-05,1,1,378,86283.94425001957,34,2317.4072568239417,499.20000000000005,39,1,0,-12.216162696757237,-2,135.7527085684742
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,541577,HYPERCAR-05,2,2,378,86251.48773561067,36,2422.433697803593,494.40000000000003,39,0,0,20.240351712142,0,30.726267588822793
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,541577,HYPERCAR-05,2,2,378,86271.72808732282,36,2453.159965392416,495.20000000000005,39,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,541577,HYPERCAR-05,18,18,374,86220.03168284667,118,4148.996750178636,410.40000000000003,41,-16,-4,51.69640447614074,82,-1695.83678478622
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,436123,HYPERCAR-13,2,2,386,86297.6393300335,36,2495.793553290823,502.40000000000003,26,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,436123,HYPERCAR-13,4,4,385,86245.84453132219,36,2495.750809526326,541.6,27,-2,-1,51.7947987113148,0,0.04274376449711781
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,436123,HYPERCAR-13,4,4,385,86178.39583079983,35,2414.8864223235455,553.6,28,-2,-1,119.24349923367845,-1,80.90713096727768
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,436123,HYPERCAR-13,2,2,386,86296.41435578122,37,2497.3074617782045,503.20000000000005,26,0,0,1.2249742522835732,1,-1.5139084873812862
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,436123,HYPERCAR-13,2,2,386,86297.6393300335,36,2495.793553290823,502.40000000000003,26,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,436123,HYPERCAR-13,18,18,382,86332.03510926988,107,3831.9777814787312,476.8,27,-16,-4,-34.395779236379894,71,-1336.184228187908
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,359372,HYPERCAR-16,1,1,378,86275.88741743332,36,2566.341758822388,405.6,41,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,359372,HYPERCAR-16,2,2,378,86310.76990825635,36,2513.5100776865065,433.6,41,-1,0,-34.88249082303082,0,52.831681135881354
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,359372,HYPERCAR-16,2,2,378,86405.64554995456,35,2526.4121301541236,428.8,42,-1,0,-129.7581325212377,-1,39.929628668264286
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,359372,HYPERCAR-16,1,1,378,86271.16884743712,37,2565.962071565814,404.8,41,0,0,4.718569996199221,1,0.3796872565740159
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,359372,HYPERCAR-16,1,1,378,86275.88741743332,36,2566.341758822388,405.6,41,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,agent,HYPERCAR,5,359372,HYPERCAR-16,18,18,373,86276.71091153365,111,3919.539918252549,419.20000000000005,39,-17,-5,-0.8234941003320273,75,-1353.198159430161
1.4,0.35,wec,Le Mans 24 2026,fuel_window,HYPERCAR,5,340792,HYPERCAR-04,6,6,380,86381.7824019715,34,2478.4088388536784,537.6,37,0,0,0.0,0,0.0
1.4,0.35,wec,Le Mans 24 2026,caution_gambler,HYPERCAR,5,340792,HYPERCAR-04,6,6,380,86325.2209830758,36,2525.0649706289664,471.20000000000005,37,0,0,56.56141889571154,2,-46.65613177528803
1.4,0.35,wec,Le Mans 24 2026,track_position,HYPERCAR,5,340792,HYPERCAR-04,6,6,380,86364.15023031026,34,2478.4088388536784,520.0,37,0,0,17.632171661243774,0,0.0
1.4,0.35,wec,Le Mans 24 2026,splash_and_dash,HYPERCAR,5,340792,HYPERCAR-04,6,6,380,86372.61275463874,35,2472.7780742605737,537.6,37,0,0,9.169647332761087,1,5.630764593104686
1.4,0.35,wec,Le Mans 24 2026,lap_down,HYPERCAR,5,340792,HYPERCAR-04,6,6,380,86381.7824019715,34,2478.4088388536784,537.6,37,0,0,0.0,0,0.0
